nom_de_la_commune,code_postal,ligne_5
CHANNAY SUR LATHAN,37330,
BAYONVILLE,8240,
LE MENOUX,36200,
ST LAMBERT,14570,
OCHEY,54170,
CHARENTILLY,37390,
BELLEVILLE ET CHATILLON SUR BAR,8240,
MEUNET SUR VATAN,36150,
ST LAURENT SUR MER,14710,
OLLEY,54800,
CHAUMUSSAY,37350,
BELVAL,8090,
MOUHERS,36340,
ST MARCOUF,14330,
OMELMONT,54330,
CHEDIGNY,37310,
BERGNICOURT,8300,
NERET,36400,
ST MARTIN DE BIENFAITE LA CRESSONNIERE,14290,
PANNES,54470,
CHENONCEAUX,37150,
LA BERLIERE,8240,
OBTERRE,36290,
ST MARTIN DE BIENFAITE LA CRESSONNIERE,14290,LA CRESSONNIERE
PETIT FAILLY,54260,
CIVRAY DE TOURAINE,37150,
BIERMES,8300,
PAUDY,36260,
ST MARTIN DES ENTREES,14400,
PIERRE PERCEE,54540,
CLERE LES PINS,37340,
BIGNICOURT,8310,
LE PONT CHRETIEN CHABENET,36800,
ST OUEN DU MESNIL OGER,14670,
PIERREPONT,54620,
CORMERY,37320,
BREVILLY,8140,
POULAINES,36210,
ST PIERRE EN AUGE,14140,MONTVIETTE
PUXIEUX,54800,
COURCELLES DE TOURAINE,37330,
BRIEULLES SUR BAR,8240,
POULIGNY NOTRE DAME,36160,
ST PIERRE EN AUGE,14170,AMMEVILLE
RAON LES LEAU,54540,
COURCOUE,37120,
BROGNON,8380,
PRISSAC,36370,
ST PIERRE EN AUGE,14170,BERVILLE
REILLON,54450,
LA CROIX EN TOURAINE,37150,
BULSON,8450,
RIVARENNES,36800,
ST PIERRE EN AUGE,14170,BOISSEY
ROSIERES AUX SALINES,54110,
DRACHE,37800,
BUZANCY,8240,
ROSNAY,36300,
ST PIERRE EN AUGE,14170,L OUDON
SAFFAIS,54210,
ESVRES,37320,
CARIGNAN,8110,WE
ST AOUT,36120,
ST PIERRE EN AUGE,14170,MITTOIS
ST AIL,54580,HABONVILLE
FERRIERE SUR BEAULIEU,37600,
CAUROY,8310,
ST BENOIT DU SAULT,36170,
ST PIERRE EN AUGE,14170,ST PIERRE SUR DIVES
ST JULIEN LES GORZE,54470,
GENILLE,37460,
CHAMPIGNEUL SUR VENCE,8430,
STE SEVERE SUR INDRE,36160,
NOUES DE SIENNE,14380,LE MESNIL BENOIST
ST MAURICE AUX FORGES,54540,
LANGEAIS,37130,
CHAMPLIN,8260,
ST VALENTIN,36100,
SOULANGY,14700,
ST REMIMONT,54740,
LOCHE SUR INDROIS,37460,
CHEMERY CHEHERY,8450,CONNAGE
SEGRY,36100,
LE THEIL EN AUGE,14130,
ST REMY AUX BOIS,54290,
LUZE,37120,
CHEVIERES,8250,
SELLES SUR NAHON,36180,
VACOGNES NEUILLY,14210,
SAIZERAIS,54380,
MARCILLY SUR VIENNE,37800,
CHILLY,8260,
THIZAY,36100,
VALDALLIERE,14350,MONTCHAMP
SERANVILLE,54830,
MAZIERES DE TOURAINE,37130,
CLIRON,8090,
LE TRANGER,36700,
VALDALLIERE,14410,RULLY
SOMMERVILLER,54110,
LA MEMBROLLE SUR CHOISILLE,37390,
COULOMMES ET MARQUENY,8130,
URCIERS,36160,
VIEUX,14930,
THOREY LYAUTEY,54115,
MONTHODON,37110,
LA CROIX AUX BOIS,8400,
VATAN,36150,
VILLERS BOCAGE,14310,
TIERCELET,54190,
MONTLOUIS SUR LOIRE,37270,
DEVILLE,8800,
LA VERNELLE,36600,
VILLERVILLE,14113,
TOMBLAINE,54510,
MOSNES,37530,
DOUZY,8140,MAIRY
VEUIL,36600,
VILLY LEZ FALAISE,14700,
VANDOEUVRE LES NANCY,54500,
MOUZAY,37600,
L ECAILLE,8300,
VILLEGOUIN,36500,
VIMONT,14370,
VANNES LE CHATEL,54112,
NOTRE DAME D OE,37390,
ETALLE,8260,
AMBILLOU,37340,
VIRE NORMANDIE,14500,COULONCES
VARANGEVILLE,54110,
NOUZILLY,37380,
ETREPIGNY,8160,
ASSAY,37120,
VIRE NORMANDIE,14500,ST GERMAIN DE TALLEVENDE
VATHIMENIL,54122,
NOYANT DE TOURAINE,37800,
EVIGNY,8090,
AZAY LE RIDEAU,37190,
VIRE NORMANDIE,14500,TRUTTEMER LE PETIT
VENEY,54540,
PARCAY MESLAY,37210,
FEPIN,8170,
BARROU,37350,
ALLY,15700,
VENNEZEY,54830,
PARCAY SUR VIENNE,37220,
FLAIGNES HAVYS,8260,
BEAULIEU LES LOCHES,37600,
AURILLAC,15000,
VIEVILLE EN HAYE,54470,
PAULMY,37350,
FLIZE,8160,BOUTANCOURT
BEAUMONT EN VERON,37420,
AYRENS,15250,
VIGNEULLES,54360,
LE PETIT PRESSIGNY,37350,
FOISCHES,8600,
BEAUMONT VILLAGE,37460,
BADAILHAC,15800,
VILLACOURT,54290,
POUZAY,37800,
FRANCHEVAL,8140,
BRASLOU,37120,
ALBEPIERRE BREDONS,15300,
VILLE HOUDLEMONT,54730,
PREUILLY SUR CLAISE,37290,
FROMY,8370,
BRECHES,37330,
CEZENS,15230,
VILLERS LA CHEVRE,54870,
REIGNAC SUR INDRE,37310,
GIRONDELLE,8260,FOULZY
BREHEMONT,37130,
CONDAT,15190,
VILLE SUR YRON,54800,
ROCHECORBON,37210,
GIVONNE,8200,
CHARGE,37530,
LE FALGOUX,15380,
VIVIERS SUR CHIERS,54260,REVEMONT
ST BRANCHS,37320,
HAGNICOURT,8430,
CIGOGNE,37310,
LE FAU,15140,
XAMMES,54470,
ST HIPPOLYTE,37600,
HAM SUR MEUSE,8600,
CINAIS,37500,
GOURDIEGES,15230,
XERMAMENIL,54300,
ST REGLE,37530,
HANNOGNE ST MARTIN,8160,
CINQ MARS LA PILE,37130,
JABRUN,15110,
HAN DEVANT PIERREPONT,54620,
SORIGNY,37250,
INAUMONT,8300,
CONTINVOIR,37340,
JUNHAC,15120,
AMANTY,55130,
TAUXIGNY ST BAULD,37310,ST BAULD
ISSANCOURT ET RUMEL,8440,
COUESMES,37330,
LABROUSSE,15130,
AMEL SUR L ETANG,55230,
THILOUZE,37260,
LAIFOUR,8800,
COURCAY,37310,
LAFEUILLADE EN VEZIE,15130,
AUTREVILLE ST LAMBERT,55700,
THIZAY,37500,
LAUNOIS SUR VENCE,8430,
CRISSAY SUR MANSE,37220,
LANOBRE,15270,
AVILLERS STE CROIX,55210,
TOURNON ST PIERRE,37290,
LAVAL MORENCY,8150,
DOLUS LE SEC,37310,
LAPEYRUGUE,15120,
AVOCOURT,55270,
TOURS,37100,
LUMES,8440,
LE GRAND PRESSIGNY,37350,
LAROQUEBROU,15150,
AZANNES ET SOUMAZANNES,55150,
TROGUES,37220,
MACHAULT,8310,
LA GUERCHE,37350,
LAROQUEVIEILLE,15250,
BADONVILLIERS GERAUVILLIERS,55130,
TRUYES,37320,
MANRE,8400,
HOMMES,37340,
LAVIGERIE,15300,
BEAUSITE,55250,DEUXNOUDS DEVANT BEAUZEE
VEIGNE,37250,
MARGUT,8370,
LEMERE,37120,
VAL D ARCOMIE,15320,ST MARC
BENEY EN WOEVRE,55210,
VOU,37240,
MENIL LEPINOIS,8310,
LE LIEGE,37460,
MARCHASTEL,15400,
BONCOURT SUR MEUSE,55200,
LES ABRETS EN DAUPHINE,38490,LES ABRETS
MESSINCOURT,8110,
LIGRE,37500,
MARCOLES,15220,
BONZEE,55160,MESNIL SOUS LES COTES
AGNIN,38150,
LE MONT DIEU,8390,
LE LOUROUX,37240,
MENET,15400,
BOVEE SUR BARBOURE,55190,
ALLEVARD,38580,
MONTGON,8390,
LUSSAULT SUR LOIRE,37400,
MENTIERES,15100,
BRAQUIS,55400,
AMBEL,38970,
MONTHOIS,8400,
LUZILLE,37150,
LA MONSELIE,15240,
BRIXEY AUX CHANOINES,55140,
ASSIEU,38150,
MONT LAURENT,8130,
MAILLE,37800,
MONTCHAMP,15100,
BUREY LA COTE,55140,
AVIGNONET,38650,
MONT ST MARTIN,8400,
MANTHELAN,37240,
NEUSSARGUES EN PINATELLE,15170,CELLES
CESSE,55700,
LA BATIE MONTGASCON,38110,
NEUVILLE LEZ BEAULIEU,8380,
MARCAY,37500,
NEUSSARGUES EN PINATELLE,15170,NEUSSARGUES MOISSAC
CHAUMONT SUR AIRE,55260,
BEAUFIN,38970,
NEUVILLE DAY,8130,
MONTBAZON,37250,
NEUSSARGUES EN PINATELLE,15170,STE ANASTASIE
LES HAUTS DE CHEE,55000,LES MARATS
BEAUFORT,38270,
LA NEUVILLE LES WASIGNY,8270,
MONTS,37260,
NEUVEGLISE SUR TRUYERE,15260,LAVASTRIE
CONSENVOYE,55110,
BESSINS,38160,
NOUART,8240,
NAZELLES NEGRON,37530,
PAILHEROLS,15800,
CONTRISSON,55800,
BILIEU,38850,
NOVY CHEVRIERES,8300,
NEUVILLE SUR BRENNE,37110,
PLEAUX,15700,
COUVERTPUIS,55290,
BIOL,38690,
POIX TERRON,8430,
POCE SUR CISSE,37530,
PLEAUX,15700,TOURNIAC
CUMIERES LE MORT HOMME,55100,
BOUVESSE QUIRIEU,38390,
PREZ,8290,
PONT DE RUAN,37260,
PRADIERS,15160,
DAINVILLE BERTHELEVILLE,55130,
CHABONS,38690,
QUATRE CHAMPS,8400,
PORTS SUR VIENNE,37800,
RUYNES EN MARGERIDE,15320,
DAMVILLERS,55150,
CHAMPIER,38260,
RAILLICOURT,8430,
RESTIGNE,37140,
ST ANTOINE,15220,
DANNEVOUX,55110,
CHASSIGNIEU,38730,
RENNEVILLE,8220,
REUGNY,37380,
STE MARIE,15230,
DEMANGE BAUDIGNECOURT,55130,BAUDIGNECOURT
CHATEAU BERNARD,38650,
REVIN,8500,
RICHELIEU,37120,
ST REMY DE CHAUDES AIGUES,15110,
DOMBRAS,55150,
CHATEAUVILAIN,38300,
ROCQUIGNY,8220,LA HARDOYE
RIVIERE,37500,
ST SANTIN CANTALES,15150,
DOMPIERRE AUX BOIS,55300,
CHATTE,38160,
ROCROI,8230,HONGREAU
ST CHRISTOPHE SUR LE NAIS,37370,
ST VICTOR,15150,
DOULCON,55110,
LE CHEYLAS,38570,
ROIZY,8190,
ST CYR SUR LOIRE,37540,
SALERS,15140,
DUZEY,55230,
CHIRENS,38850,
RUMIGNY,8290,
ST ETIENNE DE CHIGNY,37230,
LA SEGALASSIERE,15290,
ECUREY EN VERDUNOIS,55150,
CHOLONGE,38220,
ST ETIENNE A ARNES,8310,
ST GENOUPH,37510,
TOURNEMIRE,15310,
EIX,55400,
COUR ET BUIS,38122,
ST FERGEUX,8360,
ST JEAN ST GERMAIN,37600,
LA TRINITAT,15110,
ERNEVILLE AUX BOIS,55500,DOMREMY AUX BOIS
COURTENAY,38510,
ST JUVIN,8250,
STE MAURE DE TOURAINE,37800,
VELZIC,15590,
ERNEVILLE AUX BOIS,55500,LOXEVILLE
DOISSIN,38730,
ST MARCEAU,8160,
ST OUEN LES VIGNES,37530,
VEYRIERES,15350,
EUVILLE,55200,VERTUZEY
ECLOSE BADINIERES,38300,
STE MARIE,8400,
ST PIERRE DES CORPS,37700,
VIEILLESPESSE,15500,
FREMEREVILLE SOUS LES COTES,55200,
LE HAUT BREDA,38580,LA FERRIERE
ST MOREL,8400,
SAUNAY,37110,
LE VIGEAN,15200,
FUTEAU,55120,
LE HAUT BREDA,38580,PINSOT
SAPOGNE SUR MARCHE,8370,
SOUVIGNY DE TOURAINE,37530,
YOLET,15130,
GESNES EN ARGONNE,55110,
LE FRENEY D OISANS,38142,
SAULCES CHAMPENOISES,8130,
TAUXIGNY ST BAULD,37310,TAUXIGNY
YTRAC,15000,
GIVRAUVAL,55500,
LA GARDE,38520,
SAUVILLE,8390,
LA TOUR ST GELIN,37120,
YTRAC,15130,
HAN LES JUVIGNY,55600,
LE GRAND LEMPS,38690,
SEMUY,8130,
TOURS,37200,
LE ROUGET PERS,15290,LE ROUGET
HAUDAINVILLE,55100,
GRANIEU,38490,
SERAINCOURT,8220,
VERNOU SUR BRENNE,37210,
AIGRE,16140,
HAUMONT PRES SAMOGNEUX,55100,
LE GUA,38450,
SEUIL,8300,
VILLAINES LES ROCHERS,37190,
ANSAC SUR VIENNE,16500,
HEIPPES,55220,
IZEAUX,38140,
SIGNY L ABBAYE,8460,
VOUVRAY,37210,
ARS,16130,
HEUDICOURT SOUS LES COTES,55210,
JARRIE,38560,
SIGNY L ABBAYE,8460,LIBRECY
LES ADRETS,38190,
AUNAC SUR CHARENTE,16460,BAYERS
IRE LE SEC,55600,
LAFFREY,38220,
SOMMAUTHE,8240,
LES ADRETS,38190,PRAPOUTEL
BARBEZIEUX ST HILAIRE,16300,
LES TROIS DOMAINES,55220,ISSONCOURT
LALLEY,38930,
STONNE,8390,
L ALBENC,38470,
BARDENAC,16210,
GEVILLE,55200,
LANS EN VERCORS,38250,
SUZANNE,8130,
ANTHON,38280,
BIOUSSAC,16700,
KOEUR LA PETITE,55300,
LENTIOL,38270,
TAILLY,8240,BARRICOURT
AOSTE,38490,
COTEAUX DU BLANZACAIS,16250,ST LEGER
LACROIX SUR MEUSE,55300,
LIVET ET GAVET,38220,RIOUPEROUX
TREMBLOIS LES ROCROI,8150,
AUBERIVES EN ROYANS,38680,
BONNEUIL,16120,
LAHEYCOURT,55800,
MENS,38710,
VANDY,8400,
LES AVENIERES VEYRINS THUELLIN,38630,LES AVENIERES
BRETTES,16240,
LAMORVILLE,55300,
MONESTIER DE CLERMONT,38650,
VAUX LES MOURON,8250,
LES AVENIERES VEYRINS THUELLIN,38630,VEYRINS THUELLIN
BUNZAC,16110,
LANEUVILLE SUR MEUSE,55700,
MONSTEROUX MILIEU,38122,
VAUX LES MOUZON,8210,
BEAUVOIR EN ROYANS,38160,
CELLEFROUIN,16260,
LANHERES,55400,
LES DEUX ALPES,38860,L ALPE DE VENOSC
VAUX MONTREUIL,8270,
BESSE,38142,
CHABANAIS,16150,
LAVOYE,55120,
LES DEUX ALPES,38860,VENOSC LES DEUX ALPES
VAUX VILLAINE,8150,
BEVENAIS,38690,
CHADURIE,16250,
LEVONCOURT,55260,
MONT ST MARTIN,38120,
VIEUX LES ASFELD,8190,
BOURGOIN JALLIEU,38300,
CHALLIGNAC,16300,
LIGNY EN BARROIS,55500,
MOTTIER,38260,
VILLERS DEVANT MOUZON,8210,
CHAMPAGNIER,38800,
BOISNE LA TUDE,16320,CHARMANT
L ISLE EN RIGAULT,55000,
LA MURE,38350,
VILLY,8370,
CHAPAREILLAN,38530,
BOISNE LA TUDE,16320,CHAVENAT
LISSEY,55150,
NOTRE DAME DE L OSIER,38470,
VIREUX WALLERAND,8320,
CHARANCIEU,38490,
CHASSENON,16150,
LOUPMONT,55300,
ORNACIEUX BALBINS,38260,ORNACIEUX
WAGNON,8270,
CHARETTE,38390,
CHASSIECQ,16350,
MAIZERAY,55160,
OYEU,38690,
WARNECOURT,8090,
CHAVANOZ,38230,
CHATEAUNEUF SUR CHARENTE,16120,
MAIZEY,55300,
VILLAGES DU LAC DE PALADRU,38850,PALADRU
WASIGNY,8270,
CHELIEU,38730,
CHAZELLES,16380,
MARRE,55100,
ARANDON PASSINS,38510,ARANDON
YVERNAUMONT,8430,
CHONAS L AMBALLAN,38121,
CHIRAC,16150,
MAULAN,55500,
ARANDON PASSINS,38510,PASSINS
ALOS,9200,
CHORANCHE,38680,
COULONGES,16330,
MECRIN,55300,
LA PIERRE,38570,
ARIGNAC,9400,
CHUZELLES,38200,
COURCOME,16700,VILLEGATS
MELIGNY LE GRAND,55190,
LE PONT DE BEAUVOISIN,38480,
ARTIGUES,9460,
ST MARTIN DE LA CLUZE,38650,
COURLAC,16210,
MILLY SUR BRADON,55110,
PONT EVEQUE,38780,
AULUS LES BAINS,9140,
COGNET,38350,
DIRAC,16410,
MOGEVILLE,55400,
PRESSINS,38480,
BALACET,9800,
LA COTE ST ANDRE,38260,
ETAGNAC,16150,
MONT DEVANT SASSEY,55110,
ROCHETOIRIN,38110,
LA BASTIDE DE BOUSIGNAC,9500,
LES COTES D AREY,38138,
LA FORET DE TESSE,16240,
LES MONTHAIRONS,55320,
ROISSARD,38650,
LA BASTIDE DE SEROU,9240,
CRAS,38210,
GENAC BIGNAC,16170,GENAC
MONTMEDY,55600,
SABLONS,38550,
LA BASTIDE SUR L HERS,9600,
DOLOMIEU,38110,
GENSAC LA PALLUE,16130,
MOUZAY,55700,
ST ALBIN DE VAULSERRE,38480,
BELLOC,9600,
ENTRE DEUX GUIERS,38380,
GIMEUX,16130,
NEPVANT,55700,
ST APPOLINARD,38160,
BENAIX,9300,
EYDOCHE,38690,
LES GOURS,16140,
NEUVILLE LES VAUCOULEURS,55140,
ST AUPRE,38960,
BETHMALE,9800,
FAVERGES DE LA TOUR,38110,
L ISLE D ESPAGNAC,16340,
NIXEVILLE BLERCOURT,55120,
STE BLANDINE,38110,
BORDES UCHENTEIN,9800,LES BORDES SUR LEZ
LA FLACHERE,38530,
LACHAISE,16300,
NUBECOURT,55250,
ST CASSIEN,38500,
BRIE,9700,
FOUR,38080,
LAPRADE,16390,
OLIZY SUR CHIERS,55700,
ST CHEF,38890,
CAMARADE,9290,
GIERES,38610,
LESSAC,16500,
PAGNY LA BLANCHE COTE,55140,
ST CLAIR DU RHONE,38370,
CAMON,9500,
GONCELIN,38570,
LESTERPS,16420,
PAGNY SUR MEUSE,55190,
ST EGREVE,38120,
CARCANIERES,9460,
GRENOBLE,38000,
TERRES DE HAUTE CHARENTE,16270,SURIS
LES PAROCHES,55300,
ST HILAIRE DE BRENS,38460,
CAZALS DES BAYLES,9500,
LIVET ET GAVET,38220,
LUPSAULT,16140,
RANCOURT SUR ORNAIN,55800,
ST JEAN D AVELANNE,38480,
CERIZOLS,9230,
LIVET ET GAVET,38220,GAVET
BELLEVIGNE,16120,NONAVILLE
RIAVILLE,55160,
ST JEAN DE VAULX,38220,
CHATEAU VERDUN,9310,
MARCILLOLES,38260,
MANOT,16500,
RIGNY LA SALLE,55140,
ST LAURENT DU PONT,38380,
DURBAN SUR ARIZE,9240,
MAYRES SAVEL,38350,
MARCILLAC LANVILLE,16140,
ROMAGNE SOUS MONTFAUCON,55110,
ST LAURENT EN BEAUMONT,38350,
ERCE,9140,
MEYRIE,38300,
MONTBOYER,16620,
RUMONT,55000,
STE MARIE D ALLOIX,38660,
FABAS,9230,
MOIRANS,38430,
MONTMERAC,16300,LAMERAC
ST JEAN LES BUZY,55400,
ST MARTIN DE VAULSERRE,38480,
FERRIERES SUR ARIEGE,9000,
MONTALIEU VERCIEU,38390,
MONTMERAC,16300,MONTCHAUDE
SAULVAUX,55500,VAUX LA PETITE
ST MARTIN D HERES,38400,
GOURBIT,9400,
MONTBONNOT ST MARTIN,38330,
MONTMOREAU,16190,MONTMOREAU ST CYBARD
SAUVIGNY,55140,
ST MAXIMIN,38530,
IGNAUX,9110,
MONTCARRA,38890,
NANTEUIL EN VALLEE,16700,MESSEUX
SAVONNIERES DEVANT BAR,55000,
ST MICHEL EN BEAUMONT,38350,
LACAVE,9160,
LES DEUX ALPES,38860,L ALPE DE MONT DE LANS
NERCILLAC,16200,
SEPTSARGES,55270,
ST PAUL LES MONESTIER,38650,
LAPENNE,9500,
LES DEUX ALPES,38860,MONT DE LANS
NIEUIL,16270,
SIVRY SUR MEUSE,55110,
CRETS EN BELLEDONNE,38830,ST PIERRE D ALLEVARD
MADIERE,9100,
MORESTEL,38510,
ORIVAL,16210,
SOMMEILLES,55800,
CHATEL EN TRIEVES,38710,ST SEBASTIEN
MALLEON,9120,
LA MORTE,38350,
PLASSAC ROUFFIAC,16250,
SPINCOURT,55230,
SALAISE SUR SANNE,38150,
MERENS LES VALS,9110,
LA MOTTE D AVEILLANS,38770,
PLEUVILLE,16490,
STAINVILLE,55500,
LA SALLE EN BEAUMONT,38350,
MIJANES,9460,
LA MURETTE,38140,
PRESSIGNAC,16150,
TANNOIS,55000,
SARCENAS,38700,
MONTELS,9240,
MURINAIS,38160,
REPARSAC,16200,
THONNELLE,55600,
SASSENAGE,38360,
MONTGAUCH,9160,
NOTRE DAME DE COMMIERS,38450,
RONSENAC,16320,
COUSANCES LES TRICONVILLE,55500,COUSANCES AU BOIS
SATOLAS ET BONCE,38290,LE CHAFFARD
MOULIN NEUF,9500,
NOTRE DAME DE MESAGE,38220,
ROUILLAC,16170,
UGNY SUR MEUSE,55140,
SECHILIENNE,38220,
ORLU,9110,
ORIS EN RATTIER,38350,
ROUILLAC,16170,GOURVILLE
VARNEVILLE,55300,
PORTE DES BONNEVAUX,38260,SEMONS
OUST,9140,
ORNACIEUX BALBINS,38260,BALBINS
ROUILLAC,16170,SONNEVILLE
VALBOIS,55300,SAVONNIERES EN WOEVRE
SEYSSINET PARISET,38170,
PAILHES,9130,
ORNON,38520,
ROUZEDE,16220,
VERNEUIL GRAND,55600,
LA SONE,38840,
PECH,9310,
OYTIER ST OBLAS,38780,
RUELLE SUR TOUVRE,16600,
VERNEUIL PETIT,55600,
SONNAY,38150,
PERLES ET CASTELET,9110,
PELLAFOL,38970,
RUFFEC,16700,
VIGNEULLES LES HATTONCHATEL,55210,
SOUSVILLE,38350,
LE PEYRAT,9600,
PREBOIS,38710,
VAL DE BONNIEURE,16230,ST AMANT DE BONNIEURE
VILLERS LES MANGIENNES,55150,
TECHE,38470,
LE PUCH,9460,
QUAIX EN CHARTREUSE,38950,
VAL DE BONNIEURE,16230,ST ANGEAU
VILOSNES HARAUMONT,55110,HARAUMONT
TREFFORT,38650,
QUERIGUT,9460,
QUET EN BEAUMONT,38970,
VAL DE BONNIEURE,16230,STE COLOMBE
VOID VACON,55190,VACON
VALENCIN,38540,
QUIE,9400,
REAUMONT,38140,
ST AULAIS LA CHAPELLE,16300,
WARCQ,55400,
VARCES ALLIERES ET RISSET,38760,
RIEUX DE PELLEPORT,9120,
RENAGE,38140,
ST CYBARDEAUX,16170,
ALLAIRE,56350,
VAULNAVEYS LE HAUT,38410,
ST BAUZEIL,9120,
RENCUREL,38680,
ST GROUX,16230,
AMBON,56190,
VAULX MILIEU,38090,
STE CROIX VOLVESTRE,9230,
REVEL TOURDAN,38270,
ST MARTIAL,16190,
ARRADON,56610,
VIENNE,38200,
ST PAUL DE JARRAT,9000,
ST AGNIN SUR BION,38300,
VAL D AUGE,16170,ANVILLE
ARZAL,56190,
VIRIVILLE,38980,
ST QUENTIN LA TOUR,9500,
ST ANDRE LE GAZ,38490,
VAL D AUGE,16170,BONNEVILLE
AUGAN,56800,
VIZILLE,38220,
ST YBARS,9210,
ST BAUDILLE DE LA TOUR,38118,
ST MICHEL,16470,
BADEN,56870,
VOISSANT,38620,
SENCONAC,9250,
ST CHRISTOPHE EN OISANS,38520,
ST SULPICE DE RUFFEC,16460,
BRANDIVY,56390,
ALIEZE,39270,
SENTENAC D OUST,9140,
ST DIDIER DE LA TOUR,38110,
SALLES DE BARBEZIEUX,16300,
CAMPENEAC,56800,
ARINTHOD,39240,
SERRES SUR ARGET,9000,
ST GEOIRS,38590,
SALLES DE VILLEFAGNAN,16700,
CARO,56140,
ARLAY,39210,ST GERMAIN LES ARLAY
SORGEAT,9110,
ST HILAIRE DU ROSIER,38840,
SAULGOND,16420,
CREDIN,56580,
LA CHAILLEUSE,39270,VARESSIA
SOUEIX ROGALLE,9140,ROGALLE
PLATEAU DES PETITES ROCHES,38660,ST HILAIRE
SIGOGNE,16200,
LE CROISTY,56540,
AUMONT,39800,
SURBA,9400,
PLATEAU DES PETITES ROCHES,38660,ST PANCRASSE
TAPONNAT FLEURIGNAC,16110,
CRUGUEL,56420,
AUXANGE,39700,
SUZAN,9240,
ST HONORE,38350,
THEIL RABIER,16240,
ERDEVEN,56410,
AVIGNON LES ST CLAUDE,39200,
TARASCON SUR ARIEGE,9400,
ST JEAN DE BOURNAY,38440,
TRIAC LAUTRAIT,16200,
LE FAOUET,56320,
BANS,39380,
TAURIGNAN VIEUX,9190,
ST JEAN DE SOUDAIN,38110,
VARS,16330,
FEREL,56130,
BAVERANS,39100,
USTOU,9140,
ST JULIEN DE L HERMS,38122,
LE VIEUX CERIER,16350,
GAVRES,56680,
BEAUFORT ORBAGNA,39190,ORBAGNA
VAL DE SOS,9220,GOULIER
ST JUST CHALEYSSIN,38540,
MOULINS SUR TARDOIRE,16220,VILHONNEUR
GESTEL,56530,
BELLEFONTAINE,39400,
VILLENEUVE DU PAREAGE,9100,
ST LATTIER,38840,
VILLEBOIS LAVALETTE,16320,
GOURHEL,56800,
BELMONT,39380,
VIVIES,9500,
ST MARCEL BEL ACCUEIL,38080,
VILLEFAGNAN,16240,
GOURIN,56110,
BERSAILLIN,39800,LE VISENEY
AIX VILLEMAUR PALIS,10160,AIX EN OTHE
ST MAURICE L EXIL,38550,
VOEUIL ET GIGET,16400,
GROIX,56590,
BRACON,39110,
ASSENAY,10320,
ST NAZAIRE LES EYMES,38330,
VOUTHON,16220,
GUENIN,56150,
BUVILLY,39800,
AUBETERRE,10150,
ST NICOLAS DE MACHERIN,38500,
YVRAC ET MALLEYRAND,16110,
LE GUERNO,56190,
CERNON,39240,
VAL D AUZON,10220,
ST PAUL D IZEAUX,38140,
ARCES,17120,
GUIDEL,56520,
LES CHALESMES,39150,
AVANT LES RAMERUPT,10240,
ST PIERRE DE MEAROZ,38350,
ARCHIAC,17520,
INGUINIEL,56240,
CHARENCY,39250,
AVIREY LINGEY,10340,
ST PIERRE DE MESAGE,38220,
ARTHENAC,17520,
KERGRIST,56300,
CHAREZIER,39130,
BAR SUR SEINE,10110,
ST SORLIN DE MORESTEL,38510,
AUJAC,17770,
LANDAUL,56690,
CHATEAU CHALON,39210,
BAYEL,10310,
ST VINCENT DE MERCUZE,38660,
AVY,17800,
FORGES DE LANOUEE,56120,LANOUEE
LE CHATELEY,39230,
BERULLE,10160,
SARDIEU,38260,
AYTRE,17440,
LANVAUDAN,56240,
CHATILLON,39130,
BETIGNICOURT,10500,
SATOLAS ET BONCE,38290,BAS DE BONCE
BALLON,17290,
LAUZACH,56190,
NANCHEZ,39200,VILLARD SUR BIENNE
BEUREY,10140,
SATOLAS ET BONCE,38290,HAUT DE BONCE
BARZAN,17120,
LIGNOL,56160,
CHAUX CHAMPAGNY,39110,CHAMPAGNY
BLAINCOURT SUR AUBE,10500,
PORTE DES BONNEVAUX,38260,COMMELLE
BERNAY ST MARTIN,17330,
LOCMALO,56160,
CHILLE,39570,
BLIGNICOURT,10500,
SEREZIN DE LA TOUR,38300,
BOISREDON,17150,
LOCMARIA GRAND CHAMP,56390,
CHILLY SUR SALINS,39110,
BOUILLY,10320,
SEYSSUEL,38200,
BORESSE ET MARTRON,17270,
LOYAT,56800,
CHISSEY SUR LOUE,39380,
BOUY LUXEMBOURG,10220,
SILLANS,38590,
BRAN,17210,
MAURON,56430,
COMMENAILLES,39140,
BRAUX,10500,
LA TERRASSE,38660,
BRIE SOUS MATHA,17160,
MESLAN,56320,
COURLANS,39570,
BRIEL SUR BARSE,10140,
THODURE,38260,
BURIE,17770,
MEUCON,56890,
COURLAOUX,39570,
BRIENNE LE CHATEAU,10500,
TIGNIEU JAMEYZIEU,38230,
BUSSAC FORET,17210,
MOHON,56490,
COURTEFONTAINE,39700,
BUXEUIL,10110,
TORCHEFELON,38690,
CERCOUX,17270,
MOLAC,56230,
COYRON,39260,
BUXIERES SUR ARCE,10110,
LE TOUVET,38660,
CHAMPDOLENT,17430,
MONTERBLANC,56250,
HAUTEROCHE,39210,GRANGES SUR BAUME
CHAMPIGNY SUR AUBE,10700,
TREMINIS,38710,
CHANIERS,17610,
MUZILLAC,56190,
CRENANS,39260,
CHAPELLE VALLON,10700,
VENERIEU,38460,
LA CHAPELLE DES POTS,17100,
EVELLYS,56500,REMUNGOL
CRISSEY,39100,
CHAPPES,10260,
VERNAS,38460,
CHARRON,17230,
