nom_de_la_commune,code_postal,ligne_5
LEUVILLE SUR ORGE,91310,
TREVIEN,81190,
ORAAS,64390,
CRACHIER,38300,
TERREFONDREE,21290,
LONGJUMEAU,91160,BALIZY
VABRE,81330,
ORDIARP,64130,
CROLLES,38920,
THOREY SOUS CHARNY,21350,
MOIGNY SUR ECOLE,91490,
VALDURENQUE,81090,
OREGUE,64120,
DIZIMIEU,38460,
THOREY SUR OUCHE,21360,
MORSANG SUR ORGE,91390,
VALENCE D ALBIGEOIS,81340,
OS MARSILLON,64150,
ECHIROLLES,38130,
TOUILLON,21500,
NAINVILLE LES ROCHES,91750,
VAOUR,81140,
OSTABAT ASME,64120,
ECLOSE BADINIERES,38300,BADINIERES
TRECLUN,21130,
PARAY VIEILLE POSTE,91550,
VERDALLE,81110,
PARBAYSE,64360,
ENTRAIGUES,38740,
VAUX SAULES,21440,
PRUNAY SUR ESSONNE,91720,
VIELMUR SUR AGOUT,81570,
POEY DE LESCAR,64230,
ESTRABLIN,38780,
VELOGNY,21350,
ROINVILLIERS,91150,
VIEUX,81140,
PONSON DESSUS,64460,
FARAMANS,38260,
VENAREY LES LAUMES,21150,LES LAUMES
ST CYR SOUS DOURDAN,91410,
VITERBE,81220,
PONTACQ,64530,
LE HAUT BREDA,38580,LE PLEYNET
VERNOT,21120,
ST GERMAIN LES ARPAJON,91180,
AUCAMVILLE,82600,
POULIACQ,64410,
FLACHERES,38690,
VERTAULT,21330,
ST HILAIRE,91780,
BEAUPUY,82600,
REBENACQ,64260,
FONTAINE,38600,
VEUVEY SUR OUCHE,21360,
ST JEAN DE BEAUREGARD,91940,
BELVEZE,82150,
RIBARROUY,64330,
FONTANIL CORNILLON,38120,
VIC DE CHASSENAY,21140,
ST MAURICE MONTCOURONNE,91530,
BOULOC EN QUERCY,82110,
ROQUIAGUE,64130,
LA FORTERESSE,38590,
VILLAINES EN DUESMOIS,21450,
ST PIERRE DU PERRAY,91280,
BOURG DE VISA,82190,
ST BOES,64300,
LA FRETTE,38260,
VILLAINES LES PREVOTES,21500,
ST VRAIN,91770,
CAMPSAS,82370,
ST CASTIN,64160,
FROGES,38190,
VILLEBICHOT,21700,
VERT LE GRAND,91810,
CASTANET,82160,
ST ESTEBEN,64640,
HEYRIEUX,38540,
VILLEFERRY,21350,
VIGNEUX SUR SEINE,91270,
CAYLUS,82160,
ST ETIENNE DE BAIGORRY,64430,
HIERES SUR AMBY,38118,
VILLOTTE SUR OURCE,21400,
VILLIERS LE BACLE,91190,
CAYRAC,82440,
ST JEAN PIED DE PORT,64220,
HUEZ,38750,
AUCALEUC,22100,
WISSOUS,91320,
DONZAC,82340,
ST MARTIN D ARBEROUE,64640,
JARDIN,38200,
BEGARD,22140,BOTLEZAN
YERRES,91330,
DUNES,82340,
ST MARTIN D ARROSSA,64780,EYHARCE
LUZINAY,38200,
BELLE ISLE EN TERRE,22810,
BOIS COLOMBES,92270,
ESPALAIS,82400,
SAMES,64520,
MARCOLLIN,38270,
BOQUEHO,22170,
BOULOGNE BILLANCOURT,92100,
FABAS,82170,
SAMSONS LION,64350,
MAUBEC,38300,
CALORGUEN,22100,
CHATENAY MALABRY,92290,
FAJOLLES,82210,
SAUVAGNON,64230,
MERLAS,38620,
CANIHUEL,22480,
CLAMART,92140,
FENEYROLS,82140,
SEBY,64410,
MIRIBEL LES ECHELLES,38380,
COADOUT,22970,
CLAMART,92140,LE PETIT CLAMART
FINHAN,82700,
SEDZERE,64160,
MONTCHABOUD,38220,
LE MENE,22330,LANGOURLA
CLICHY,92110,
GENEBRIERES,82230,
SEVIGNACQ,64160,
LES DEUX ALPES,38520,VENOSC
DINAN,22100,LEHON
MEUDON,92190,
GOUDOURVILLE,82400,
SOUMOULOU,64420,
MONTEYNARD,38770,
LE FAOUET,22290,
MONTROUGE,92120,
GRISOLLES,82170,
SUS,64190,
MONTFALCON,38940,
LE FOEIL,22800,
LE PLESSIS ROBINSON,92350,ROBINSON
LABASTIDE DE PENNE,82240,
URCUIT,64990,
MORAS,38460,
GLOMEL,22110,
VAUCRESSON,92420,
LABASTIDE DU TEMPLE,82100,
VILLEFRANQUE,64990,
LA MOTTE ST MARTIN,38770,
GOUAREC,22570,
AULNAY SOUS BOIS,93600,
LACHAPELLE,82120,
VIODOS ABENSE DE BAS,64130,
MURIANETTE,38420,
GURUNHUEL,22390,
CLICHY SOUS BOIS,93390,
LAVAURETTE,82240,
VIVEN,64450,
NIVOLAS VERMELLE,38300,
LA HARMOYE,22320,
LA COURNEUVE,93120,
LA VILLE DIEU DU TEMPLE,82290,
ADE,65100,
PACT,38270,
HEMONSTOIR,22600,
L ILE ST DENIS,93450,
LAVIT,82120,
ANTICHAN,65370,
LE PEAGE DE ROUSSILLON,38550,
JUGON LES LACS COMMUNE NOUVELLE,22270,DOLO
MONTFERMEIL,93370,
MANSONVILLE,82120,
ANTIN,65220,
PENOL,38260,
LAMBALLE ARMOR,22400,MESLIN
NEUILLY PLAISANCE,93360,
MAUBEC,82500,
ARCIZAC ADOUR,65360,
PIERRE CHATEL,38119,
LANCIEUX,22770,
NEUILLY SUR MARNE,93330,
MAUMUSSON,82120,
ARGELES BAGNERES,65200,
POLIENAS,38210,
LANGUENAN,22130,
PANTIN,93500,
MONTALZAT,82270,
ARRENS MARSOUS,65400,MARSOUS
PONSONNAS,38350,
BON REPOS SUR BLAVET,22570,ST GELVEN
PIERREFITTE SUR SEINE,93380,
MONTGAILLARD,82120,
ARRODETS EZ ANGLES,65100,
PRESLES,38680,
LANLOUP,22580,
ROMAINVILLE,93230,
POUPAS,82120,
ARRODETS,65130,
PRIMARETTE,38270,
LANNEBERT,22290,
STAINS,93240,
STE JULIETTE,82110,
ARTALENS SOUIN,65400,
PROVEYSIEUX,38120,
LANNION,22300,
VILLEMOMBLE,93250,
ST MICHEL,82340,
AUBAREDE,65350,
REVEL,38420,
LANTIC,22410,
VILLEPINTE,93420,
ST NAZAIRE DE VALENTANE,82190,
AUREILHAN,65800,
RIVES,38140,
LANVELLEC,22420,
CHAMPIGNY SUR MARNE,94500,
ST PAUL D ESPIS,82400,
AURIEBAT,65700,
ROCHE,38090,
LOC ENVEL,22810,
FRESNES,94260,
ST VINCENT D AUTEJAC,82300,
AVEUX,65370,
ROCHE,38090,BOIS DE ROCHE
LOUARGAT,22540,ST ELOI
GENTILLY,94250,
SAVENES,82600,
AVEZAC PRAT LAHITTE,65130,
LES ROCHES DE CONDRIEU,38370,
LOUDEAC,22600,
MAISONS ALFORT,94700,
SEPTFONDS,82240,
AZET,65170,
ROUSSILLON,38150,
LA MALHOURE,22640,
NOGENT SUR MARNE,94130,
TOUFFAILLES,82190,
BANIOS,65200,
ROYBON,38940,
LE MERZER,22200,
RUNGIS,94150,
VAISSAC,82800,
BARBAZAN DEBAT,65690,
ST ALBAN DE ROCHE,38080,
LA MOTTE,22600,
ST MANDE,94160,
VAZERAC,82220,
BAREILLES,65240,
ST ANDEOL,38650,
MOUSTERU,22200,
ST MAUR DES FOSSES,94210,LA VARENNE ST HILAIRE
LES ARCS,83460,
BARTHE,65230,
STE ANNE SUR GERVONDE,38440,
PABU,22200,
SANTENY,94440,
BAGNOLS EN FORET,83600,
BAZORDAN,65670,
ST ANTOINE L ABBAYE,38160,DIONAY
PAULE,22340,
VILLEJUIF,94800,
BANDOL,83150,
BEGOLE,65190,
ST BARTHELEMY,38270,
PLEBOULLE,22550,
VINCENNES,94300,
BELGENTIER,83210,
BERNADETS DESSUS,65190,
ST BARTHELEMY DE SECHILIENNE,38220,
PLEDELIAC,22270,
AINCOURT,95510,
BESSE SUR ISSOLE,83890,
BETPOUEY,65120,
ST BONNET DE CHAVAGNE,38840,
PLELO,22170,
ANDILLY,95580,
BRUE AURIAC,83119,
BETPOUY,65230,
ST BUEIL,38620,
PLERIN,22190,LES ROSAIRES
ARRONVILLE,95810,
LA CADIERE D AZUR,83740,GRAND MOULIN
BETTES,65130,
ST CLAIR DE LA TOUR,38110,
PLERIN,22190,ST LAURENT DE LA MER
AUVERS SUR OISE,95430,
CHATEAUDOUBLE,83300,REBOUILLON
BIZE,65150,
ST CLAIR SUR GALAURE,38940,
PLESTAN,22640,
BANTHELU,95420,
CHATEAUVERT,83670,
BONNEFONT,65220,
ST ETIENNE DE ST GEOIRS,38590,
PLEUBIAN,22610,
BEAUCHAMP,95250,
CHATEAUVIEUX,83840,
BURG,65190,
ST GEOIRE EN VALDAINE,38620,
PLEUMEUR BODOU,22560,
BRAY ET LU,95710,
LA CRAU,83260,
CAPVERN,65130,
ST GERVAIS,38470,
PLEUMEUR BODOU,22560,ILE GRANDE
BRIGNANCOURT,95640,
ENTRECASTEAUX,83570,
CASTELNAU RIVIERE BASSE,65700,
ST HILAIRE DE LA COTE,38260,
PLEVEN,22130,
BUTRY SUR OISE,95430,
ESPARRON,83560,
CASTERA LANUSSE,65190,
ST ISMIER,38330,
PLEVIN,22340,
CERGY,95000,
FAYENCE,83440,
CASTERA LOU,65350,
ST JEAN D HERANS,38710,
PLOEUC L HERMITAGE,22150,L HERMITAGE LORGE
CORMEILLES EN PARISIS,95240,
HYERES,83400,
CAZARILH,65370,
ST JEAN LE VIEUX,38420,
CHATELAUDREN PLOUAGAT,22170,CHATELAUDREN
ENGHIEN LES BAINS,95880,
HYERES,83400,LA CAPTE
CAZAUX FRECHET ANERAN CAMORS,65240,
ST MARCELLIN,38160,
BEAUSSAIS SUR MER,22650,PLESSIX BALISSON
ERAGNY,95610,
LE LAVANDOU,83980,
CHELLE DEBAT,65350,
STE MARIE DU MONT,38660,
PLOUBEZRE,22300,
FREPILLON,95740,
MONTAUROUX,83440,
CHEUST,65100,
ST MAURICE EN TRIEVES,38930,
PLOUER SUR RANCE,22490,
LABBEVILLE,95690,
OLLIOULES,83190,
CHEZE,65120,
ST MICHEL DE ST GEOIRS,38590,
PLOUEZEC,22470,
LASSY,95270,
PIGNANS,83790,
DEVEZE,65230,
ST MURY MONTEYMOND,38190,
PLOUGRAS,22780,
MARGENCY,95580,
PUGET SUR ARGENS,83480,
ENS,65170,
ST NIZIER DU MOUCHEROTTE,38250,
PLOUHA,22580,KEREGAL
MARINES,95640,
ROQUEBRUNE SUR ARGENS,83380,LES ISSAMBRES
ESCONDEAUX,65140,
ST PIERRE DE BRESSIEUX,38870,
PLOUZELAMBRE,22420,
MARLY LA VILLE,95670,
LA ROQUEBRUSSANNE,83136,
ESCOTS,65130,
ST QUENTIN FALLAVIER,38070,
PLUDUNO,22130,
MONTIGNY LES CORMEILLES,95370,
STE ANASTASIE SUR ISSOLE,83136,
ESTARVIELLE,65240,
ST QUENTIN FALLAVIER,38070,FALLAVIER
PLUMIEUX,22210,
MONTLIGNON,95680,
ST CYR SUR MER,83270,LES LECQUES
ESTERRE,65120,
ST QUENTIN SUR ISERE,38210,
POMMERET,22120,
MONTMORENCY,95160,
ST JULIEN,83560,
FRECHEDE,65220,
ST ROMAIN DE JALIONAS,38460,
PONTRIEUX,22260,
NESLES LA VALLEE,95690,
ST RAPHAEL,83530,ANTHEOR
FRECHENDETS,65130,
ST ROMAIN DE SURIEU,38150,
QUESSOY,22120,L HOPITAL
NEUVILLE SUR OISE,95000,
ST RAPHAEL,83530,LE DRAMONT
GALAN,65330,
ST SAUVEUR,38160,
LE QUILLIO,22460,
NUCOURT,95420,
ST TROPEZ,83990,
GAZAVE,65250,
ST SORLIN DE VIENNE,38200,
ST AGATHON,22200,
LE PLESSIS BOUCHARD,95130,
SALERNES,83690,
GAVARNIE GEDRE,65120,GAVARNIE
ST SULPICE DES RIVOIRES,38620,
ST ANDRE DES EAUX,22630,
ST BRICE SOUS FORET,95350,
SANARY SUR MER,83110,
GAVARNIE GEDRE,65120,GEDRE
ST VICTOR DE CESSIEU,38110,
ST CARNE,22100,
ST GRATIEN,95210,
LA SEYNE SUR MER,83500,
GERM,65240,
SALAGNON,38890,
ST CARREUC,22150,
ST LEU LA FORET,95320,
LA SEYNE SUR MER,83500,TAMARIS SUR MER
GERMS SUR L OUSSOUET,65200,
SATOLAS ET BONCE,38290,
ST CAST LE GUILDO,22380,
ST MARTIN DU TERTRE,95270,
SIX FOURS LES PLAGES,83140,LE BRUSC
GOUDON,65190,
SATOLAS ET BONCE,38290,BONCE
ST GLEN,22510,
ST OUEN L AUMONE,95310,
SOLLIES VILLE,83210,
GRAILHEN,65170,
PORTE DES BONNEVAUX,38260,NANTOIN
ST JUDOCE,22630,
ST WITZ,95470,
TARADEAU,83460,
IZAOURT,65370,
SEPTEME,38780,LE PEAGE
ST JULIEN,22940,
SERAINCOURT,95450,
LE THORONET,83340,
JULOS,65100,
SEPTEME,38780,SOUS COTE
ST MAYEUX,22320,
TAVERNY,95150,
RAYOL CANADEL SUR MER,83820,
JUNCALAS,65100,
SIEVOZ,38350,
ST RIEUL,22270,
THEMERICOURT,95450,
RAYOL CANADEL SUR MER,83820,CANADEL
LACASSAGNE,65140,
SOLEYMIEU,38460,
SEVIGNAC,22250,
US,95450,
ALTHEN DES PALUDS,84210,
LALANNE,65230,
SUSVILLE,38350,
TREDARZEC,22220,
VAUDHERLAND,95500,
ANSOUIS,84240,
LALOUBERE,65310,
LA TOUR DU PIN,38110,
TREDREZ LOCQUEMEAU,22300,LOCQUEMEAU
LES ABYMES,97142,
AUREL,84390,
LANNEMEZAN,65300,
TRAMOLE,38300,
TREDUDER,22310,
CAPESTERRE BELLE EAU,97130,BANANIER
LE BARROUX,84330,
LARAN,65670,
VARACIEUX,38470,
TREGOMEUR,22590,
CAPESTERRE BELLE EAU,97130,STE MARIE
BEAUMETTES,84220,
LARROQUE,65230,
VAULNAVEYS LE BAS,38410,
TREGROM,22420,
GOYAVE,97128,
BONNIEUX,84480,
LASSALES,65670,
VENON,38610,
TREGUEUX,22950,
LAMENTIN,97129,
CADENET,84160,
LAU BALAGNAS,65400,
VEUREY VOROIZE,38113,
TREMOREL,22230,
POINTE NOIRE,97116,
CAMARET SUR AIGUES,84850,
LEZIGNAN,65100,
VILLARD BONNOT,38190,
TREMUSON,22440,
ST LOUIS,97134,
CARPENTRAS,84200,
LHEZ,65190,
VILLARD BONNOT,38190,BRIGNOUD
YVIAS,22930,
TERRE DE HAUT,97137,
CAUMONT SUR DURANCE,84510,
LIAC,65140,
VILLARD NOTRE DAME,38520,
YVIGNAC LA TOUR,22350,
TROIS RIVIERES,97114,
CAVAILLON,84300,
LIES,65200,
VILLEMOIRIEU,38460,
ARRENES,23210,
VIEUX HABITANTS,97119,
LAURIS,84360,
LOUCRUP,65200,
VILLETTE D ANTHON,38280,ASNIERES
AUBUSSON,23200,
LES ANSES D ARLET,97217,
MENERBES,84560,
LOUEY,65290,
VAL DE VIRIEU,38730,VIRIEU
AULON,23210,
DUCOS,97224,
MIRABEAU,84120,
MARSEILLAN,65350,
VOREPPE,38340,
BENEVENT L ABBAYE,23210,
FORT DE FRANCE,97200,
MONIEUX,84390,
MASCARAS,65190,
ARLAY,39140,
BETETE,23270,
GROS MORNE,97213,
MORIERES LES AVIGNON,84310,
MAULEON BAROUSSE,65370,
AROMAS,39240,VILLENEUVE LES CHARNOD
BORD ST GEORGES,23230,
LE MARIN,97290,
LE PONTET,84130,
MONLEON MAGNOAC,65670,
ARSURE ARSURETTE,39250,
BROUSSE,23700,
RIVIERE PILOTE,97211,
ROAIX,84110,
MONTIGNAC,65690,
LA CHAILLEUSE,39570,ST LAURENT LA ROCHE
CHAMBONCHARD,23110,
ST JOSEPH,97212,
SANNES,84240,
MOUMOULOUS,65140,
AUMUR,39410,
CHATELARD,23700,
STE MARIE,97230,STE MARIE MORNE DES ESSES
SAUMANE DE VAUCLUSE,84800,
NISTOS,65150,
BEAUFORT ORBAGNA,39190,BEAUFORT
CHATELUS MALVALEIX,23270,
SCHOELCHER,97233,
SORGUES,84700,
ODOS,65310,
BELLECOMBE,39310,
LE CHAUCHET,23130,
REGINA,97390,
SUZETTE,84190,
OLEAC DESSUS,65190,
BIARNE,39290,
CHAVANAT,23250,
MANA,97318,JAVOUHEY
VILLELAURE,84530,
ORGAN,65230,
BILLECUL,39250,
CHENERAILLES,23130,
ROURA,97352,CACAO
L AIGUILLON LA PRESQU ILE,85460,L AIGUILLON SUR MER
OSSUN EZ ANGLES,65100,
LES BOUCHOUX,39370,
CLUGNAT,23270,
LES AVIRONS,97425,TEVELAVE
AIZENAY,85190,
PEYRET ST ANDRE,65230,
LA BRETENIERE,39700,
LE COMPAS,23700,
LE PORT,97420,
ANGLES,85750,
PIERREFITTE NESTALAS,65260,
BRETENIERES,39120,
LA COURTINE,23100,
LA POSSESSION,97419,LA RIVIERE DES GALETS
AUBIGNY LES CLOUZEAUX,85430,LES CLOUZEAUX
PINTAC,65320,
CERNIEBAUD,39250,
DOMEYROT,23140,
ST ANDRE,97440,CAMBUSTON
AVRILLE,85440,
RICAUD,65190,
CHAMOLE,39800,
FAUX LA MONTAGNE,23340,
ST DENIS,97400,ST DENIS TADAR
LA BARRE DE MONTS,85550,FROMENTINE
ST LARY SOULAN,65170,
CHAMPVANS,39100,
FELLETIN,23500,
ST JOSEPH,97480,JEAN PETIT
BENET,85490,STE CHRISTINE
ST MARTIN,65360,
CHARCHILLA,39260,
LA FORET DU TEMPLE,23360,
ST LEU,97436,
LA BRETONNIERE LA CLAYE,85320,LA CLAYE
ST PE DE BIGORRE,65270,
CHARNOD,39240,
GENOUILLAC,23350,
ST PAUL,97411,BOIS DE NEFLES ST PAUL
LES BROUZILS,85260,
SALLES ADOUR,65360,
CHATELAY,39380,
LAVAUFRANCHE,23600,
ST PAUL,97423,LE GUILLAUME
CHAILLE LES MARAIS,85450,SABLEAU
SANOUS,65500,
CHAUMERGY,39230,
LEPINAS,23150,
ST PAUL,97460,BELLEMENE
CHATEAU GUIBERT,85320,
SARIAC MAGNOAC,65230,
CHAUSSENANS,39800,
LIZIERES,23240,
ST PAUL,97460,PLATEAU CAILLOUX
CHEFFOIS,85390,
SARNIGUET,65390,
NANCHEZ,39150,CHAUX DES PRES
LOURDOUEIX ST PIERRE,23360,
ST PIERRE,97410,MONT VERT
LA COPECHAGNIERE,85260,
SARP,65370,
NANCHEZ,39150,LES PIARDS
LOURDOUEIX ST PIERRE,23360,LIGNAUD
ST PIERRE,97410,RAVINE BLANCHE
LA COUTURE,85320,
SEMEAC,65600,
CHAUX CHAMPAGNY,39110,
MAGNAT L ETRANGE,23260,
ST PIERRE,97432,RAVINE DES CABRIS
CUGAND,85610,
SENAC,65140,
CHEMENOT,39230,
MAISON FEYNE,23800,
LE TAMPON,97418,TAMPON 17EME KM
ESSARTS EN BOCAGE,85140,LES ESSARTS
SERE EN LAVEDAN,65400,
CHEMIN,39120,
MALLERET BOUSSAC,23600,
MIQUELON LANGLADE,97500,LANGLADE
ESSARTS EN BOCAGE,85140,STE FLORENCE
SERE RUSTAING,65220,
CHENE BERNARD,39120,
MONTBOUCHER,23400,
ST PIERRE,97500,ST PIERRE
FONTENAY LE COMTE,85200,
SOREAC,65350,
CHEVIGNY,39290,
MORTROUX,23220,
BANDRABOUA,97650,
FOUGERE,85480,
SOULOM,65260,
CLUCY,39110,
MOUTIER D AHUN,23150,
BANDRABOUA,97650,DZOUMOGNE
LA GAUBRETIERE,85130,
SOUYEAUX,65350,
COSGES,39140,
PEYRAT LA NONIERE,23130,
CHICONI,97670,
LA GENETOUZE,85190,
TARBES,65000,
COURBOUZON,39570,
PONTARION,23250,
CHIRONGUI,97620,
GRAND LANDES,85670,
TOURNOUS DEVANT,65330,
COYRIERE,39200,
SAGNAT,23800,
DZAOUDZI,97615,
LANDEVIEILLE,85220,
VIELLE AURE,65170,
CRAMANS,39600,
SANNAT,23110,
OUANGANI,97670,COCONI
LONGEVES,85200,
VIELLE LOURON,65240,
HAUTEROCHE,39570,CRANCOT
SOUMANS,23600,
PAMANDZI,97615,
LONGEVILLE SUR MER,85560,
VIEY,65120,
DAMMARTIN MARPAIN,39290,MARPAIN
SOUS PARSAT,23150,
ST BARTHELEMY,97133,
MACHE,85190,
VILLENAVE PRES MARSAC,65500,
DAMPARIS,39500,
ST AVIT DE TARDES,23200,
ANAA,98786,ANAA
MARSAIS STE RADEGONDE,85570,
VISCOS,65120,
DOLE,39100,
ST DIZIER MASBARAUD,23400,MASBARAUD MERIGNAT
ARUE,98701,
MERVENT,85200,
BAREGES,65120,
DOMBLANS,39210,
ST DOMET,23190,
ARUTUA,98761,ARUTUA
MESNARD LA BAROTIERE,85500,
AMELIE LES BAINS PALALDA,66110,
DOUCIER,39130,
ST ELOI,23000,
ARUTUA,98762,ARUTUA
MONTAIGU VENDEE,85600,BOUFFERE
ANGOUSTRINE VILLENEUVE DES ESCALDES,66760,
DOYE,39250,
STE FEYRE LA MONTAGNE,23500,
BORA BORA,98730,BORA BORA
MOREILLES,85450,
ANGOUSTRINE VILLENEUVE DES ESCALDES,66760,VILLENEUVE DES ESCALDES
ECLANS NENON,39700,NENON
ST FIEL,23000,
BORA BORA,98730,BORA BORA
MORTAGNE SUR SEVRE,85290,
ANSIGNAN,66220,
ECLEUX,39600,
ST GEORGES LA POUGE,23250,
FAAA,98704,
MOUILLERON ST GERMAIN,85390,MOUILLERON EN PAREDS
ARLES SUR TECH,66150,
VAL D EPY,39160,SENAUD
ST JUNIEN LA BREGERE,23400,
FAKARAVA,98790,FAKARAVA
MOUILLERON LE CAPTIF,85000,
AYGUATEBIA TALAU,66360,
ESSERVAL TARTRE,39250,
ST MARC A LOUBAUD,23460,
FATU HIVA,98740,FATU HIVA
PEAULT,85320,
AYGUATEBIA TALAU,66360,TALAU
ETIVAL,39130,LES RONCHAUX
ST MARTIAL LE VIEUX,23100,
GAMBIER,98755,GAMBIER
PISSOTTE,85200,
BANYULS DELS ASPRES,66300,
ETREPIGNEY,39700,
ST MARTIN STE CATHERINE,23430,LE THEIL
GAMBIER,98755,GAMBIER
PUYRAVAULT,85450,
BOLQUERE,66210,
LA FAVIERE,39250,
ST MAURICE PRES CROCQ,23260,
GAMBIER,98792,GAMBIER
ROCHETREJOUX,85510,
BOLQUERE,66210,SUPERBOLQUERE
FONCINE LE HAUT,39460,
ST MEDARD LA ROCHETTE,23200,LA ROCHETTE
GAMBIER,98792,GAMBIER
LES SABLES D OLONNE,85100,
BOMPAS,66430,
FOULENAY,39230,
ST PRIEST,23110,
GAMBIER,98793,GAMBIER
LES SABLES D OLONNE,85180,CHATEAU D OLONNE
BOULE D AMONT,66130,
GERUGE,39570,
ST SULPICE LES CHAMPS,23480,
HAO,98790,HAO
RIVES DE L YON,85310,ST FLORENT DES BOIS
CABESTANY,66330,
GILLOIS,39250,
ST VAURY,23320,
HIKUERU,98790,HIKUERU
ST GEORGES DE POINTINDOUX,85150,
CANET EN ROUSSILLON,66140,CANET PLAGE
GIZIA,39190,
TARDES,23170,
HIKUERU,98790,HIKUERU
ST HILAIRE DE RIEZ,85270,
CANOHES,66680,
GRANDE RIVIERE CHATEAU,39150,CHATEAU DES PRES
LA VILLETELLE,23260,
HIVA OA,98741,HIVA OA
ST HILAIRE DE VOUST,85120,
CASTELNOU,66300,
GRANGE DE VAIVRE,39600,
ARCHIGNAC,24590,
HUAHINE,98731,HUAHINE
ST JEAN DE BEUGNE,85210,
LES CLUSES,66480,
HAUTECOUR,39130,
AURIAC DU PERIGORD,24290,
HUAHINE,98731,HUAHINE
BREM SUR MER,85470,
EGAT,66120,
JEURRE,39360,
LA BACHELLERIE,24210,
HUAHINE,98732,HUAHINE
ST MARTIN DES TILLEULS,85130,
ESTAGEL,66310,
MONTLAINSIA,39320,DESSIA
BADEFOLS D ANS,24390,
MAHINA,98709,
ST MAURICE LE GIRARD,85390,
FILLOLS,66820,
LE LARDERET,39300,
BARS,24210,
MAHINA,98710,MAHINA
ST MESMIN,85700,
ILLE SUR TET,66130,
LAVANGEOT,39700,
BASSILLAC ET AUBEROCHE,24330,EYLIAC
MAKEMO,98790,MAKEMO
ST PHILBERT DE BOUAINE,85660,
MAUREILLAS LAS ILLAS,66480,LAS ILLAS
VALZIN EN PETITE MONTAGNE,39240,FETIGNY
BASSILLAC ET AUBEROCHE,24330,ST ANTOINE D AUBEROCHE
MAKEMO,98790,MAKEMO
STE RADEGONDE DES NOYERS,85450,
MOLITG LES BAINS,66500,
LOULLE,39300,
BEAUMONTOIS EN PERIGORD,24440,NOJALS ET CLOTTE
MAKEMO,98790,MAKEMO
ST SULPICE EN PAREDS,85410,
MONTALBA LE CHATEAU,66130,
LOUVATANGE,39350,
PAYS DE BELVES,24170,FONGALOP
MAUPITI,98732,
ST VALERIEN,85570,
MONTESQUIEU DES ALBERES,66740,
LE LOUVEROT,39210,
BERGERAC,24100,
MOOREA MAIAO,98728,MOOREA MAIAO
TALMONT ST HILAIRE,85440,
FONT ROMEU ODEILLO VIA,66120,
MACORNAY,39570,
BESSE,24550,
MOOREA MAIAO,98728,MOOREA MAIAO
THORIGNY,85480,
OLETTE,66360,
MAISOD,39260,
BOISSEUILH,24390,
MOOREA MAIAO,98729,MOOREA MAIAO
LA TRANCHE SUR MER,85360,
OPOUL PERILLOS,66600,PERILLOS
MENETRUX EN JOUX,39130,
BORREZE,24590,
MOOREA MAIAO,98729,MOOREA MAIAO
CHANVERRIE,85500,CHAMBRETAUD
PERPIGNAN,66100,
MERONA,39270,
BOUNIAGUES,24560,
MOOREA MAIAO,98729,MOOREA MAIAO
VIX,85770,
PIA,66380,
MOLAMBOZ,39600,
LE BOURDEIX,24300,
NUKUTAVAKE,98773,NUKUTAVAKE
VOUVANT,85120,
PUYVALADOR,66210,
MONNET LA VILLE,39300,
BOURG DU BOST,24600,
PAPARA,98712,
AMBERRE,86110,
RAILLEU,66360,
MONTAIGU,39570,
BOUZIC,24250,
RAIVAVAE,98750,RAIVAVAE
ARCHIGNY,86210,
RIA SIRACH,66500,
MONTREVEL,39320,
LE BUGUE,24260,
RANGIROA,98775,RANGIROA
AVAILLES LIMOUZINE,86460,
STE MARIE LA MER,66470,
HAUTS DE BIENNE,39400,LEZAT
LE BUISSON DE CADOUIN,24480,
TAHAA,98733,TAHAA
BEAUMONT ST CYR,86130,ST CYR
SERDINYA,66360,
NEUBLANS ABERGEMENT,39120,
CAMPSEGRET,24140,
TAHAA,98734,TAHAA
BEAUMONT ST CYR,86490,BEAUMONT
LE SOLER,66270,
NEUVILLEY,39800,
CAPDROT,24540,
TAHUATA,98743,TAHUATA
BIGNOUX,86800,
TAULIS,66110,
PAGNOZ,39330,
CARLUX,24370,
TAIARAPU EST,98719,TAIARAPU EST
BOURG ARCHAMBAULT,86390,
TORDERES,66300,
PANNESSIERES,39570,
CARSAC DE GURSON,24610,
TAIARAPU EST,98720,TAIARAPU EST
BRIGUEIL LE CHANTRE,86290,
TORREILLES,66440,
PARCEY,39100,
CASTELS ET BEZENAC,24220,CASTELS
TAIARAPU OUEST,98724,TAIARAPU OUEST
LA BUSSIERE,86310,
TROUILLAS,66300,
PETIT NOIR,39120,
CAUSE DE CLERANS,24150,
TAKAROA,98781,TAKAROA
BUXEUIL,37160,
VALCEBOLLERE,66340,
PLAISIA,39270,
CHANTERAC,24190,
TAPUTAPUATEA,98735,TAPUTAPUATEA
CEAUX EN LOUDUN,86200,
VILLENEUVE LA RIVIERE,66610,
LES PLANCHES EN MONTAGNE,39150,LA PERRENA
LA CHAPELLE GONAGUET,24350,
TUREIA,98784,TUREIA
CERNAY,86140,
ACHENHEIM,67204,
LES PLANCHES PRES ARBOIS,39600,
LES COTEAUX PERIGOURDINS,24120,CHAVAGNAC
UA POU,98745,UA POU
CHABOURNAY,86380,
SOMMERAU,67440,SALENTHAL
PLASNE,39210,
CLERMONT DE BEAUREGARD,24140,
UA POU,98746,UA POU
CHAMPAGNE LE SEC,86510,
ALTECKENDORF,67270,
